,sbj0,sbj1,sbj2,sbj3,sbj4,sbj5,sbj6,sbj7,sbj8
требовательность,0.0,2.51218530423e-08,0.0,5.49644319108e-05,0.0,2.82688664144e-11,0.0,5.08084667672e-05,0.0
мусорный,0.0,0.0,2.78503983071e-16,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
httpwwwcleandexrunews,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
выталкиваться,0.0,0.0,0.0,0.0,0.0,0.0,8.7521642854e-05,0.0,0.0
мусоросортировочный,0.0,0.0,1.20518057962e-16,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
гончар,0.0,1.43632541949e-06,0.0,0.0,1.02928606793e-05,1.56182777573e-05,0.0,0.000488849298563,0.0
городецком,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
аэродинамика,0.0,1.42791171682e-12,0.0,0.00305819069035,0.0,0.0,0.0,9.9453982827e-09,0.0
гарварде,5.24762472196e-05,0.0,0.0,6.80012661374e-16,0.0,3.4455197535e-15,0.0,0.0,0.0
пластик,3.49263646058e-05,0.0,1.14438721086e-12,0.000297903781757,7.73759256845e-06,5.93488693994e-05,9.88526662695e-05,0.000153035813128,4.85033415316e-05
аустенитного,0.0,0.0,0.0,0.0,0.0,3.81060417567e-05,4.7054640163e-05,1.26145730146e-13,0.0
рассказываться,0.0,4.13290690631e-05,1.23640916949e-10,5.87199392612e-05,0.0,7.03413065642e-12,4.38780371042e-05,0.0,0.0
дистиллятных,0.0,0.0,6.2021863414e-05,0.0,0.0,0.0,0.0,0.0,0.0
низкотемпературная,0.0,0.0,6.2021863414e-05,0.0,0.0,0.0,0.0,0.0,0.0
легкозастывающие,0.0,0.0,6.2021863414e-05,0.0,0.0,0.0,0.0,0.0,0.0
застывание,0.0,0.0,0.000123436868307,0.0,3.18596603092e-13,0.0,4.41423362645e-05,6.47746084743e-14,4.91657265229e-05
вязкостнотемпературные,0.0,0.0,6.2021863414e-05,0.0,0.0,0.0,0.0,0.0,0.0
ii,0.0,0.0,6.2021863414e-05,0.0,0.0,0.0,0.0,0.0,0.0
qoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00137421221007,0.0
ai…аn,0.0,4.57841015304e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.192685785e-05,1.82113737424e-07
средневязкая,0.0,0.0,6.2021863414e-05,0.0,0.0,0.0,0.0,0.0,0.0
спбгасу,0.0,0.0,0.0,0.0,0.0,4.12076879002e-05,0.0,0.0,0.0
uvw,0.0,4.57841015304e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
роснефть,0.0,0.0,6.2021863414e-05,0.0,0.0,0.0,0.0,0.0,0.0
viscoplex,0.0,0.0,0.000124043726828,0.0,0.0,0.0,0.0,0.0,0.0
паттернов,0.00019004328351,1.73287990037e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
средневязкого,0.0,0.0,6.2021863414e-05,0.0,0.0,0.0,0.0,0.0,0.0
фильтрование,0.0,0.0,0.000274731224636,0.0,1.38181967486e-05,1.2407348482e-09,8.46476155229e-13,0.000119251417345,0.0
мас,0.0,0.0,6.2013270508e-05,5.33576203452e-05,8.50982085905e-14,0.0,4.40004259872e-05,0.0,0.0
инновации,0.0,0.0,0.00118425651453,0.0036166429054,0.0,7.98413939129e-12,0.0,2.40136568408e-08,0.0
автотрансформатор,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00137421232648,0.0
αпинена,0.0,0.0,0.0,0.0,0.0,0.0,0.00111543561798,0.0,0.0
αпинен,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
бициклический,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
вячеславе,0.0,4.53580832982e-05,0.0,0.000107786974695,0.0,0.0,0.0,0.0,0.0
терпен,0.0,0.0,0.0,0.0,0.0,0.0,8.7521642854e-05,0.0,0.0
перекисный,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
вентиляционный,4.70602135465e-05,0.0,0.0,7.49731327687e-07,0.0,0.0,9.1426561994e-05,0.0,2.18995752183e-15
обессеривания,5.24730712641e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.15326742495e-09,0.0
гидратация,0.0,0.0,6.16197023962e-12,0.0,0.0,3.33863340529e-07,8.71670854394e-05,1.00847471385e-16,0.0
терпингидрата,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
камфена,0.0,0.0,0.0,0.0,0.0,0.0,0.000350086571416,0.0,0.0
камфора,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
изоборнилацетата,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
swotанализ,0.0,0.0,0.0,0.0,0.0,8.24153685244e-05,0.0,0.0,0.0
искрофор,0.0,0.0,0.0,0.0,9.78725074674e-05,0.0,0.0,0.0,0.0
кедрола,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
облигация,0.0,0.0,0.00239933212288,5.10996019804e-12,0.0,1.88142782603e-11,8.93048301975e-09,1.63934601005e-05,0.0
хлорирование,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
уфа,0.0,4.46239464509e-05,6.35934702586e-05,0.0,0.0,0.0,0.0,0.0,0.0
хлорфен,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
бергамилата,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
трафику,0.0,4.57841015304e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
цеолит,0.0,0.0,0.0,0.0,0.0,0.0,0.000306325731799,0.0,0.0
снг,0.0,0.0,2.82292406749e-15,5.46706978639e-05,9.4351817097e-05,1.00934038905e-09,3.85913735954e-05,6.10278693784e-05,0.0
напрашиваться,0.0,0.0,0.0,0.0,0.0,4.12076879002e-05,0.0,0.0,0.0
рилейшнз,0.0,0.0,0.0,5.36439074494e-05,0.0,0.0,0.0,0.0,0.0
изомеризуется,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
терпинолен,0.0,0.0,0.0,0.0,0.0,0.0,8.7521642854e-05,0.0,0.0
терпинен,0.0,0.0,0.0,0.0,0.0,0.0,8.7521642854e-05,0.0,0.0
фундаментальность,0.0,2.98865238113e-10,4.61970826177e-12,0.0,6.47070730331e-11,4.44887919002e-05,0.0,0.0,4.52023887192e-05
hbeta,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
scenarios,0.0,0.0,6.20218488621e-05,0.0,0.0,0.0,0.0,0.0,0.0
механохимических,0.0,0.0,6.2021856138e-05,0.0,0.0,0.0,0.0,0.0,0.0
стабилизировать,4.83785916003e-05,1.05035340425e-07,5.21856964042e-05,7.52395571908e-05,0.000312909687636,3.15691932299e-15,0.000131399137899,0.000126335013192,4.96532666148e-05
неглубокозалегающих,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
оргсинтез,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
текстурный,0.0,0.0,0.0,0.0,4.89362537337e-05,0.0,0.0,0.0,0.0
ситуационный,1.15546000502e-13,9.89038526313e-05,0.0,1.14521951433e-16,0.0,1.32688443566e-11,0.0,0.0,0.000335924385581
молекулярный,0.0,0.0,0.0,0.0,0.00134712690488,0.0,0.0,1.25737614098e-07,0.0
о•••н,0.0,0.0,0.0,0.0,4.89327976538e-05,0.0,0.0,3.67772279297e-09,0.0
галоген,0.0,0.0,0.0,0.0,1.29832187667e-05,0.0,0.0,0.000194652559003,0.0
нестандартизованные,1.92382486894e-13,3.03218280351e-06,6.51474696672e-13,0.0,0.0,6.69501448367e-15,4.08626365243e-05,0.0,0.0
связывание,1.24246472003e-16,0.0,0.0,1.80117041282e-07,4.9666101404e-05,0.0,4.28943749284e-05,7.96309933548e-08,0.0
предприниматься,5.87150134379e-05,0.0,0.0,0.0,9.85156802926e-05,0.0,0.0,6.99658109227e-11,4.26288315793e-05
компетентностного,3.78007749182e-16,0.0,0.000127356310259,0.0,0.0,2.01403835831e-08,0.0,0.0,9.5579547633e-05
палатинозы,0.0,0.0,0.0,0.0,0.0,0.00131923856679,0.0,0.0,0.0
межмолекулярного,0.0,0.0,0.0,0.0,1.03250364702e-07,0.0,0.0,0.000104130274849,0.0
интерпретировать,0.0,4.57475107396e-05,0.0,0.0,1.03951769859e-07,0.0,0.0,0.000104171173007,0.0
обертон,0.0,0.0,0.0,0.0,4.89276717417e-05,0.0,0.0,9.1379490641e-09,0.0
межмолекулярных,0.0,0.0,0.0,5.38640342711e-05,4.8734505981e-05,0.0,0.0,1.00447650198e-09,0.0
рискменеджмента,0.0,0.0,0.0,0.00152910070028,0.0,0.0,0.0,0.0,0.0
тетразолий,0.0,0.0,6.2021856138e-05,0.0,0.0,0.0,0.0,0.0,0.0
трихлорид,0.0,0.0,0.0,0.0,1.14504707938e-07,0.0,0.0,0.000104118291347,0.0
рыхлитель,0.0,0.0,0.0,0.0,0.0,0.0,0.000175043285708,0.0,9.44503569594e-16
силана,0.0,0.0,0.0,0.0,4.8935853556e-05,0.0,0.0,4.26973317813e-10,0.0
рейтинг,0.0,0.0,0.0,0.0,0.0,3.7035086109e-08,0.0,0.0,0.00119307229761
бромоформ,0.0,0.0,0.0,0.0,4.89315461891e-05,0.0,0.0,5.01701702404e-09,0.0
идентифицировать,5.14191415277e-05,0.000224897768931,0.000214113446418,0.000227562821237,0.000111829678644,8.31340821605e-06,3.99117488996e-05,7.65366792166e-07,0.0
дейтерированию,0.0,0.0,0.0,0.0,4.89350750286e-05,0.0,0.0,1.2540560812e-09,0.0
тически,0.0,0.0,0.0,0.0,4.893276855e-05,0.0,0.0,3.7166785205e-09,0.0
сель,0.0,0.0,6.48561617709e-05,0.0,0.0,0.0,4.18109193561e-05,0.0,4.90573474963e-05
непрогретого,0.0,3.672963897e-14,0.0,0.0,8.55178625939e-14,0.0,4.3760821427e-05,0.0,0.0
взаимоотношение,2.79582668128e-08,1.02713011074e-06,0.000272022880381,0.000827175215818,3.04880245494e-07,8.17671889308e-07,1.50368165919e-07,7.39387769499e-06,0.0
chbrd,0.0,0.0,0.0,0.0,9.78648604359e-05,0.0,0.0,8.13730061111e-09,0.0
тетрахлоридов,0.0,0.0,0.0,0.0,4.89336816827e-05,0.0,0.0,2.73904654513e-09,0.0
chcld,0.0,0.0,0.0,0.0,4.89330486744e-05,0.0,0.0,3.41577766072e-09,0.0
разнополярного,0.0,0.0,0.0,0.000375507428544,0.0,0.0,0.0,0.0,0.0
галоформовых,0.0,0.0,0.0,0.0,4.89352387376e-05,0.0,0.0,1.0802208017e-09,0.0
размерность,5.11174380602e-10,1.25624455283e-09,0.0,0.0015233666636,0.0,0.0,3.81122595172e-06,0.00137466809247,0.0
лиофильно,0.0,0.0,0.0,5.36439074494e-05,0.0,0.0,0.0,0.0,0.0
осведомленность,2.19044774215e-15,0.0,0.00012439728016,0.000124762533233,0.0,1.24549615066e-09,0.0,3.48430876329e-05,0.0
галоформами,0.0,0.0,0.0,0.0,4.89348822157e-05,0.0,0.0,1.46110157306e-09,0.0
бош,0.0,0.0,0.0,0.0,0.0,4.12076879002e-05,0.0,0.0,0.0
грант,0.000338502257364,3.66419634367e-15,4.80750932184e-05,1.58361901858e-16,0.000175501161721,3.19659619955e-12,2.26662066893e-07,0.000269809912425,2.99188741337e-07
дуклау,0.0,1.48614258677e-08,0.0,0.0,0.0,0.0,0.0,5.21031979588e-05,0.0
directions,0.0,0.0,6.20218488621e-05,0.0,0.0,0.0,0.0,0.0,0.0
гидро,0.0,0.0,0.0,0.0,4.94141968375e-05,4.08052219427e-05,3.96752561835e-16,0.0,0.0
endura,0.0,0.0,0.0,0.0,4.34452558693e-05,4.62379739474e-06,2.86440332174e-13,0.0,0.0
стереспецифично,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21201145602e-05,0.0
𝑑𝑈,0.0,0.0,0.0,0.0,0.0,0.0,3.20037761412e-05,0.0,1.31950855575e-05
трафик,0.0,4.57841015304e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
транспортноэксплуатационного,0.0,0.0,0.0,0.0,4.89362537337e-05,0.0,0.0,0.0,0.0
коммуникационный,0.00102797220461,1.01344430732e-05,0.0,0.000147638565977,8.29342141628e-08,0.000136099319207,6.67405797294e-10,6.51553136777e-06,3.77333378765e-07
генерация,0.0,0.0,0.0,0.00887524150312,0.0,3.55689820708e-07,0.000216857064515,0.0,1.30431055823e-06
винный,0.0,0.0,0.0,0.00764550361782,0.0,0.0,0.0,0.0,0.0
разнонаправленный,0.0,0.0,0.0,0.0,0.0,4.12076879002e-05,0.0,0.0,0.0
дрожжи,0.0,0.0,0.0,0.00764550361782,0.0,0.0,0.0,0.0,0.0
яблочный,0.0,0.0,0.0,0.00458730198443,0.0,0.0,0.0,0.0,0.0
сусло,0.0,0.0,0.0,0.00611640280113,0.0,0.0,0.0,0.0,0.0
подвижный,0.00138058571611,0.0,0.0,0.0,0.0,3.2642227273e-15,0.0,0.0,0.0
ёмкости,1.12056137938e-15,2.9129403425e-13,0.0,0.0,4.91933606099e-05,0.0,0.0,0.0,0.000245308707235
виноматериала,0.0,0.0,0.0,0.00305820140056,0.0,0.0,0.0,0.0,0.0
энергичность,0.0,0.0,0.000124567959574,5.31904806849e-05,0.0,0.0,0.0,0.0,0.0
винный,0.0,0.0,0.0,0.000590082956478,0.0,0.0,0.0,0.0,0.0
сусло,0.0,0.0,0.0,0.00254193437286,0.0,0.0,0.0,0.000136276823469,0.0
яблочный,0.0,0.0,0.0,0.000590082199778,0.0,6.27652874119e-10,0.0,0.0,0.0
тыквенный,0.0,0.0,0.0,0.000375507370336,0.0,0.0,0.0,0.0,0.0
httpsruwikipediaorgwiki,0.0,0.0,0.0,5.23852777834e-15,4.90130369144e-05,0.0,0.0,5.20383400726e-05,0.0
свежевыжатого,0.0,0.0,0.0,0.000107287814899,0.0,0.0,0.0,0.0,0.0
неклассического,0.0,0.0,0.0,5.36439074494e-05,0.0,0.0,0.0,0.0,0.0
saccharomyces,0.0,0.0,0.0,0.000214575629798,0.0,0.0,0.0,0.0,0.0
повторнократковременном,5.81206268077e-16,0.0,0.0,5.36439147254e-05,3.34954202673e-16,0.0,0.0,0.0,0.0
белоруссия,0.0,0.0,0.0,0.000107287814899,0.0,0.0,0.0,0.0,0.0
highperformance,0.0,0.0,6.2021856138e-05,0.0,0.0,0.0,0.0,0.0,0.0
глюкоза,0.0,0.0,0.000239501605392,0.000929595145863,3.08145367001e-08,2.71987919405e-05,0.0,0.000216233660467,2.47908638062e-10
убыть,5.21672009199e-05,0.0,0.0,0.000107603736978,0.0,0.0,0.0,0.0,0.0
слота,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010424022912,0.0
jplate,0.0,0.0,0.0,0.0,0.0,0.0,0.000131281645736,9.7664909493e-10,0.0
дрожжевой,0.0,0.0,0.0,0.000321863451973,0.0,0.0,0.0,0.0,0.0
предпочтительность,0.0,5.58499948511e-08,0.0,0.0,0.0,0.0,0.0,0.0,4.9053440307e-05
мандельштам,0.0,0.0,0.0,5.36439074494e-05,0.0,0.0,0.0,0.0,0.0
отноb,0.0,0.0,0.0,5.36439074494e-05,0.0,0.0,0.0,0.0,0.0
счетный,1.14956717563e-16,0.0,0.0,0.000161441246746,0.0,4.08143969253e-05,2.0067101314e-09,0.0,0.0
мультиплексной,0.0,4.57840760646e-05,3.00702206191e-11,0.0,0.0,0.0,0.0,0.0,0.0
анаэробный,1.62944052136e-05,0.0,0.000228508855798,5.38861713721e-05,3.16102770626e-08,0.0,0.0,0.0,0.0
фосфорнокислый,0.0,0.0,0.0,0.000214575629798,0.0,0.0,0.0,0.0,0.0
покидание,1.66171614771e-13,7.93971891763e-16,1.42567225551e-16,1.17521490976e-15,0.0,0.0,0.0,5.97120997554e-05,4.19593488914e-05
накопление,9.65500387973e-11,0.000155604910105,0.0,0.00154023256619,4.79395872432e-16,0.0,0.000968623440713,0.0,1.46639478853e-14
двузамещенный,0.0,0.0,0.0,5.36439074494e-05,0.0,0.0,0.0,0.0,0.0
экстракт,0.0,0.0,0.0,0.000332667957991,0.0,0.0,0.0,9.37426375458e-05,0.0
пиридинселененигалогенидов,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21201145602e-05,0.0
кмгод,0.0,0.0,0.0,0.0,0.0,8.24153685244e-05,0.0,0.0,0.0
штмл,0.0,0.0,0.0,0.000107287814899,0.0,0.0,0.0,0.0,0.0
ростовой,0.0,0.0,6.22360312263e-05,0.000107102569018,0.0,0.0,0.0,0.0,0.0
барботированном,0.0,0.0,0.0,0.000107287814899,0.0,0.0,0.0,0.0,0.0
дискурс,2.28583371609e-06,3.94899361709e-05,0.0,0.00027284733369,0.0,5.92532134469e-10,1.76608228042e-09,3.95690648247e-07,0.0
углеродсодержащие,0.0,0.0,0.0,0.00152908312157,0.0,0.0,0.0,1.57466395478e-08,0.0
выживаемость,0.0,0.0,0.0,0.0,0.0,4.12076879002e-05,0.0,0.0,0.0
sio,0.0,0.0,0.0,0.00152908195741,0.0,0.0,0.0,1.68282952018e-08,0.0
понастоящему,0.0,0.0,0.0,4.92832663568e-10,0.0,0.0,8.76109334058e-05,0.000104133403511,0.0
многопозиционной,3.33476801728e-10,1.06705873304e-10,0.0,2.96248248643e-14,0.0,0.0,0.0,5.21196670888e-05,0.0
попутный,0.0,7.79155088821e-05,2.73698042008e-09,0.0,0.0,1.20560644064e-05,0.000175287612365,8.00914681798e-11,0.0
техностройпроект,0.0,0.0,0.0,0.0,0.0,4.12076879002e-05,0.0,0.0,0.0
мдп,5.1678820455e-05,0.0,0.0,5.44587674085e-05,0.0,0.0,0.0,3.01897701283e-10,0.0
мэмс,5.9621119204e-16,0.0,0.0,5.58443716727e-05,5.65569971513e-05,0.0,0.0,4.42123559985e-11,8.85636982275e-05
тетраметоксисилана,0.0,0.0,0.0,5.3643292631e-05,0.0,0.0,0.0,6.03359306961e-10,0.0
обуздывать,0.0,4.57841015304e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
суждение,0.0,1.00084687205e-08,5.52822639293e-05,4.55190587445e-07,0.0,4.60655646748e-05,4.2976331315e-05,0.0,0.0
sioch,0.0,0.0,0.0,0.000107287341962,0.0,0.0,0.0,4.54536935868e-10,0.0
wрез,0.0,0.0,0.0,0.0,3.22654791773e-09,0.0,0.0,0.0,4.91101127409e-05
штырь,0.0,0.0,6.2021856138e-05,0.0,0.0,0.0,0.0,0.0,0.0
плавленый,0.0,0.0,0.0,5.36423904123e-05,0.0,0.0,0.0,1.47529988226e-09,0.0
треугольник,0.000256669503869,4.32673587056e-05,0.0,8.06551436749e-10,5.71715827391e-05,0.0,0.0,5.18861925229e-05,0.0
морфология,9.46554500842e-05,0.0,0.0,4.21839686169e-05,0.0,0.0,0.0,2.38502871071e-05,4.67682220915e-05
микроскопия,9.3195696536e-05,0.0,0.0,0.000215728403418,0.0,0.0,4.72435535137e-10,6.2676575908e-05,0.0
электронографическим,0.0,0.0,0.0,5.36438419658e-05,0.0,0.0,0.0,6.83417628045e-11,0.0
салют,0.0,4.53567954537e-05,6.43155944999e-05,5.2160659834e-05,2.38287732238e-16,0.0,0.0,0.0,0.0
перелицовка,0.0,0.0,0.0,9.80846128059e-14,0.0,0.0,4.37608287029e-05,0.0,0.0
деревообрабатывающий,1.39947887874e-05,2.89071722364e-05,0.0,0.0,5.39244210813e-05,0.0,0.0,0.0,0.0
осаждённых,0.0,0.0,0.0,0.00010728691268,0.0,0.0,0.0,8.7744006505e-10,0.0
снгрупп,0.0,0.0,0.0,5.36435836693e-05,0.0,0.0,0.0,3.19978377128e-10,0.0
o,0.0,0.0,0.0,0.000160923125804,0.0,0.0,0.0,8.34981328524e-09,0.0
моносилан,0.0,0.0,0.0,5.36438456038e-05,0.0,0.0,0.0,6.61165497351e-11,0.0
бандаж,0.0,0.0,0.0,0.0,0.0,4.1207367758e-05,0.0,3.99766886261e-10,0.0
запрос,0.0027609730605,0.0,0.0,2.18994415491e-07,0.0,1.1836478639e-15,0.0,0.0,0.0
владимирович,0.0,0.0,0.000248087395448,0.0,0.0,0.0,0.0,0.0,0.0
coметодомикспектроскопии,0.0,0.0,0.0,5.36430416105e-05,0.0,0.0,0.0,8.37729219327e-10,0.0
sic,0.0,0.000319353421219,0.0,5.31425466761e-05,0.0,0.0,0.0,8.20693912829e-07,9.91302076727e-05
бизнесинноваций,0.0,0.0,0.0,0.0,0.0,4.12076842622e-05,0.0,0.0,0.0
массспектроскопии,0.0,0.0,0.0,5.36438601557e-05,0.0,0.0,0.0,4.57588134051e-11,0.0
калькулирование,0.0,0.0,0.0,0.00152910070028,0.0,0.0,0.0,0.0,0.0
хнфт,0.0,0.0001373521809,0.0,0.0,0.0,0.0,1.13173741212e-10,0.0,0.0
кластеры,0.000140080039273,0.000180966002517,0.0,5.48957141291e-05,0.0,0.000138234114274,0.0,5.22380716461e-09,0.0
kurkina,0.0,4.56394591311e-05,0.0,0.000107457308332,7.57320530072e-13,0.0,0.0,0.0,0.0
боеспособность,0.0,0.0,0.0,0.0,0.0,4.12076879002e-05,0.0,0.0,0.0
tg,0.0,0.0,0.0,5.36433071829e-05,0.0,0.0,0.0,5.79613745888e-10,0.0
епр,0.0,0.0,0.0,5.36436200491e-05,0.0,0.0,0.0,2.82561446463e-10,0.0
васильев,0.0,0.0,0.0,2.39837930849e-07,0.0,0.0,1.27654089965e-07,0.000155975300004,0.0
propeties,0.0,0.0,0.0,5.36437255505e-05,0.0,0.0,0.0,1.77563685977e-10,0.0
tmso,0.0,0.0,0.0,5.36433253728e-05,0.0,0.0,0.0,5.64389535107e-10,0.0
low,0.0,4.60756455141e-05,0.0,0.000106946208689,0.0,0.0,3.01546575253e-14,1.00947557605e-11,0.0
sahli,0.0,0.0,0.0,5.3638832469e-05,0.0,0.0,0.0,4.93193663686e-09,0.0
гомогеннокаталитическим,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21201181982e-05,0.0
новозеландский,0.0,4.57840978925e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
azenasni,0.0,0.0,0.0,5.36438565177e-05,0.0,0.0,0.0,5.85255663377e-11,0.0
segui,0.0,0.0,0.0,5.36434417882e-05,0.0,0.0,0.0,4.54289023066e-10,0.0
li,0.0,7.00163397312e-13,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
жидкостиносителе,5.43598259329e-15,0.0,0.0,5.36439074494e-05,0.0,0.0,0.0,0.0,0.0
jvacuum,0.0,0.0,0.0,0.00010728691268,0.0,0.0,0.0,8.76573258424e-10,0.0
doi,0.0,0.0,0.0,5.34366372449e-05,0.0,0.0,4.39253672084e-05,5.40687450368e-09,0.0
натуральный,0.0,0.0,0.0,0.00152910070028,0.0,0.0,0.0,0.0,0.0
запорнорегулирующей,0.0,0.0,0.0,0.0,0.0,3.41622071574e-05,0.0,0.0,8.39714994072e-06
социолог,6.87659194227e-05,0.0,0.0,1.42910755585e-06,0.0,3.26500046236e-16,3.08233429678e-05,4.99613197462e-05,0.0
уксус,0.0,0.0,0.0,0.00152910070028,0.0,0.0,0.0,0.0,0.0
демпфировать,1.49487193563e-16,0.0,0.0,0.00152910070028,0.0,0.0,0.0,0.0,0.0
моносахарид,0.0,0.0,0.0,0.000107287814899,0.0,0.0,0.0,0.0,0.0
водосмешиваемых,0.0,0.0,0.0,0.0,0.0,0.0,0.00111543561798,0.0,0.0
минстрой,1.03667081863e-10,0.0,0.0,0.0,0.0,4.12076078646e-05,0.0,0.0,0.0
позитивистский,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21201181982e-05,0.0
этиловый,0.0,0.0,0.0,0.000219919616939,4.4061216613e-05,2.29334259916e-11,1.1744891084e-13,0.0,0.0
разведение,0.0,0.000465954333777,0.0,0.000205066331546,0.0,0.0,2.50793097401e-09,0.0,0.0
вязкоупругие,0.0,0.0,6.2021863414e-05,0.0,0.0,0.0,0.0,0.0,0.0
барботировании,0.0,0.0,0.0,5.36439147254e-05,0.0,0.0,0.0,0.0,0.0
bzscorea,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
водоотведения,5.24762472196e-05,0.0,1.88584282738e-12,0.0,0.0,0.0,0.0,0.0,0.0
оптоволоконных,0.0,0.0,0.0,0.0,4.89362537337e-05,0.0,0.0,0.0,5.7240751852e-14
млнштмл,0.0,0.0,0.0,0.000160931725986,0.0,0.0,0.0,0.0,0.0
покупательский,0.0,0.0,6.2021856138e-05,0.0,0.0,1.83074127799e-16,0.0,0.0,0.0
загрязнитель,0.000127283710754,2.62966859736e-05,0.0,0.0,0.0,3.15873876389e-05,5.39810243936e-05,3.77569764326e-15,0.0
редкоземельный,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013742124429,0.0
бразилии,0.0,0.0,1.81697200146e-13,0.0,0.0,0.0,0.0,0.0,4.9113350542e-05
дифференциальнотермического,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000104240250948,0.0
nzpфосфатов,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000104240250948,0.0
штамм,0.0,0.00125144864433,2.01420977675e-08,0.0,0.0,0.0,0.0,0.0,0.0
печини,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21201254742e-05,0.0
фазообразования,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21201254742e-05,0.0
купер,0.0,0.0,0.0,0.0,0.0,4.12076879002e-05,0.0,0.0,0.0
гиршовича,0.0,0.0,0.0,0.0,0.0,4.05868838633e-15,4.3760821427e-05,0.0,0.0
фортова,3.94302041968e-05,0.0,0.0,0.0,0.0,0.000133867652039,0.0,0.0,0.0
накрывать,7.5985037256e-05,1.78597540674e-14,3.42367457051e-05,0.0,1.4503929809e-14,0.0,0.0,0.0,0.0
tgdtadsc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21201181982e-05,0.0
поликристаллические,0.0,0.0,0.0,0.0,1.03563847019e-14,8.22812507977e-05,0.0,5.22897462361e-05,0.0
рентгенофазового,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000104240250948,0.0
ftirs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21201254742e-05,0.0
электроннозондового,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21201254742e-05,0.0
энергодисперсионным,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21201254742e-05,0.0
рентабельность,0.000745655503124,3.10072719003e-05,1.02342639385e-15,5.96252248215e-05,3.52201157128e-10,0.00088583183242,6.60156207477e-10,0.000155143585289,7.50657709432e-05
рентгенограмма,2.68687605498e-09,0.0,0.0,8.50082173542e-08,0.0,0.0,8.67733469931e-05,5.29260760231e-05,0.0
гадолиниевый,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21201254742e-05,0.0
ильмень,0.0,0.0,0.000124043712276,0.0,0.0,0.0,0.0,0.0,0.0
fэлектронная,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21201254742e-05,0.0
аmxn,0.0,1.71979861992e-13,0.0,5.36439074494e-05,0.0,0.0,0.0,0.0,0.0
учёбу,0.0,0.0,6.20218488621e-05,0.0,0.0,0.0,0.0,0.0,0.0
игла,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
slip,0.0,2.80514058204e-07,9.90114853847e-15,0.0,0.0,0.0,0.0,2.49043568361e-16,4.8812435125e-05
